801.27,360.05
803.69,360.01
820.78,360.01
823.23,360.01
825.67,360
828.1,360.01
830.51,360.02
833.01,360.06
835.54,360.11
837.93,360.05
847.73,360.1
850.4,360.23
852.81,360.24
855.02,360.15
857.34,360.1
859.75,360.09
660.02,363.46
662.39,363.42
664.79,363.42
667.2,363.42
669.62,363.42
672.05,363.41
674.48,363.42
676.92,363.43
679.32,363.45
681.7,363.48
684.16,363.5
686.66,363.52
689.1,363.56
691.5,363.63
693.91,363.63
696.33,363.58
698.78,363.56
701.23,363.57
703.65,363.55
706.02,363.52
708.44,363.54
710.89,363.63
713.33,363.7
715.76,363.73
718.19,363.76
720.62,363.78
723.05,363.77
725.47,363.7
727.92,363.7
730.4,363.8
732.88,363.88
735.31,363.9
737.75,363.91
740.2,363.9
742.64,363.88
745.09,363.87
747.54,363.87
750.04,363.89
752.52,363.91
754.93,363.92
757.37,363.95
759.88,363.98
762.38,364.02
764.77,364.04
767.18,364.05
769.65,363.97
772.13,363.9
774.54,363.94
776.96,363.98
779.39,364.02
781.83,364.06
784.28,364.08
786.74,364.09
789.14,364.1
791.54,364.1
794.01,364.12
796.49,364.14
798.87,364.21
801.24,364.29
803.67,364.24
806.12,364.18
808.57,364.13
811.01,364.09
813.42,364.14
815.82,364.21
818.26,364.24
820.71,364.25
823.17,364.25
825.64,364.25
828.06,364.24
830.47,364.23
832.9,364.21
835.34,364.19
837.78,364.17
840.23,364.16
842.68,364.17
845.13,364.18
847.67,364.27
850.27,364.4
852.7,364.42
855,364.35
857.35,364.3
859.74,364.27
660.15,367.66
662.36,367.66
664.74,367.67
667.17,367.67
669.6,367.66
672.03,367.64
674.46,367.64
676.87,367.64
679.31,367.66
681.75,367.69
684.22,367.71
686.69,367.72
689.1,367.75
691.47,367.79
693.87,367.78
696.29,367.73
698.73,367.73
701.19,367.78
703.64,367.79
706.07,367.77
708.49,367.78
710.91,367.82
713.33,367.87
715.74,367.92
718.17,367.95
720.6,367.93
723.03,367.92
725.46,367.91
727.89,367.94
730.35,368.03
732.81,368.09
735.25,368.1
737.69,368.11
740.16,368.16
742.61,368.17
745.01,368.09
747.43,368.04
749.96,368.1
752.47,368.15
754.9,368.12
757.33,368.11
759.77,368.14
762.23,368.19
764.73,368.36
767.22,368.5
769.66,368.32
772.09,368.14
774.52,368.18
776.95,368.22
779.39,368.23
781.83,368.24
784.26,368.28
786.69,368.31
789.13,368.33
791.57,368.36
793.98,368.36
796.39,368.35
798.79,368.41
801.18,368.47
803.66,368.45
806.14,368.42
808.47,368.38
810.77,368.33
813.25,368.37
815.75,368.42
818.23,368.45
820.7,368.47
823.15,368.49
825.58,368.49
828,368.46
830.4,368.4
832.85,368.39
835.32,368.41
837.78,368.44
840.24,368.49
842.7,368.51
845.15,368.52
847.55,368.5
849.92,368.48
852.34,368.46
854.82,368.44
857.27,368.45
859.7,368.47
662.25,371.88
664.76,371.89
667.3,371.91
669.68,371.88
672.01,371.82
674.39,371.82
676.8,371.83
679.26,371.85
681.76,371.87
684.25,371.89
686.73,371.91
689.12,371.94
691.44,371.97
693.83,371.97
696.27,371.93
698.7,371.92
701.15,371.94
703.61,371.97
706.09,372.02
708.53,372.03
710.95,371.99
713.35,372
715.74,372.08
718.1,372.02
720.42,371.75
722.83,371.7
725.39,371.97
727.91,372.15
730.36,372.17
732.83,372.2
735.32,372.22
737.79,372.33
740.19,372.64
742.61,372.81
745.09,372.55
747.55,372.35
749.97,372.37
752.38,372.38
754.83,372.34
757.27,372.32
759.69,372.32
762.13,372.32
764.63,372.36
767.13,372.4
769.62,372.41
772.1,372.42
774.5,372.4
776.9,372.39
779.34,372.42
781.79,372.45
784.23,372.51
786.67,372.56
789.11,372.56
791.55,372.55
793.98,372.57
796.4,372.58
798.67,372.58
800.92,372.57
803.47,372.6
806.07,372.63
808.46,372.61
810.81,372.58
813.27,372.64
815.74,372.71
818.21,372.73
820.69,372.73
823.13,372.74
825.57,372.75
827.98,372.71
830.38,372.66
832.82,372.65
835.29,372.65
837.7,372.67
840.08,372.7
842.5,372.72
844.95,372.73
847.41,372.73
849.87,372.7
852.33,372.69
854.79,372.7
857.24,372.71
859.69,372.72
662.29,376.15
664.73,376.14
667.17,376.12
669.58,376.11
671.99,376.12
674.38,376.1
676.77,376.07
679.21,376.07
681.68,376.08
684.11,376.1
686.54,376.12
688.96,376.18
691.39,376.25
693.82,376.24
696.25,376.18
698.69,376.15
701.14,376.16
703.69,376.17
706.35,376.19
708.79,376.22
711.01,376.24
713.32,376.29
715.76,376.39
718.17,376.41
720.56,376.33
722.98,376.29
725.44,376.32
727.9,376.36
730.35,376.39
732.81,376.42
735.3,376.42
737.76,376.45
740.17,376.52
742.59,376.57
745.03,376.54
747.48,376.52
749.95,376.58
752.42,376.63
754.86,376.62
757.3,376.61
759.73,376.61
762.17,376.62
764.66,376.63
767.15,376.64
769.61,376.67
772.07,376.69
774.48,376.68
776.89,376.67
779.35,376.68
781.81,376.69
784.23,376.72
786.66,376.75
789.07,376.78
791.49,376.81
793.94,376.82
796.39,376.83
798.76,376.79
801.11,376.76
803.56,376.79
806.02,376.82
808.45,376.87
810.88,376.91
813.32,376.89
815.75,376.85
818.27,376.86
820.81,376.9
823.21,376.96
825.56,377.04
827.95,377
830.37,376.92
832.8,376.89
835.22,376.89
837.65,376.9
840.07,376.91
842.5,376.93
844.94,376.97
847.39,376.98
849.84,376.97
852.3,376.96
854.76,376.95
857.21,376.96
859.64,376.99
662.22,380.33
664.66,380.35
667.1,380.37
669.53,380.35
671.95,380.33
674.37,380.31
676.78,380.3
679.22,380.3
681.66,380.32
684.07,380.34
686.46,380.36
688.89,380.4
691.36,380.45
693.81,380.45
696.25,380.42
698.69,380.4
701.13,380.4
703.63,380.41
706.18,380.44
708.61,380.46
710.92,380.47
713.28,380.5
715.72,380.56
718.16,380.61
720.57,380.62
722.99,380.62
725.41,380.6
727.86,380.6
730.35,380.64
732.83,380.66
735.29,380.68
737.74,380.69
740.13,380.69
742.55,380.69
745.03,380.7
747.51,380.71
749.98,380.74
752.44,380.76
754.86,380.76
757.28,380.76
759.72,380.8
762.18,380.83
764.72,380.87
767.25,380.9
769.64,380.93
772.02,380.96
774.44,380.92
776.86,380.89
779.32,380.89
781.79,380.89
784.18,380.96
786.57,381.04
789.01,381.01
791.45,380.99
793.91,381.01
796.36,381.04
798.77,381.04
801.18,381.04
803.58,381.07
805.97,381.11
808.4,381.13
810.84,381.15
813.27,381.13
815.7,381.1
818.18,381.08
820.68,381.07
823.11,381.09
825.53,381.11
827.94,381.12
830.34,381.12
832.76,381.12
835.19,381.12
837.62,381.14
840.06,381.16
842.49,381.18
844.92,381.2
847.37,381.19
849.82,381.15
852.27,381.16
854.73,381.19
857.17,381.21
859.61,381.21
662.19,384.6
664.65,384.62
667.12,384.64
669.53,384.6
671.93,384.54
674.35,384.53
676.78,384.52
679.21,384.54
681.64,384.56
684.06,384.57
686.45,384.58
688.95,384.62
691.51,384.68
693.94,384.69
696.27,384.66
698.66,384.64
701.08,384.64
703.53,384.64
705.98,384.66
708.42,384.68
710.83,384.7
713.24,384.74
715.66,384.78
718.09,384.82
720.54,384.84
722.98,384.84
725.39,384.83
727.84,384.83
730.34,384.85
732.82,384.88
735.26,384.9
737.7,384.91
740.11,384.91
742.56,384.91
745.07,384.93
747.57,384.95
749.99,384.93
752.41,384.93
754.82,384.96
757.24,385
759.71,385.04
762.19,385.07
764.67,385.02
767.15,384.99
769.56,385.15
771.97,385.29
774.4,385.19
776.84,385.11
779.31,385.15
781.78,385.18
784.16,385.2
786.54,385.21
788.99,385.18
791.44,385.14
793.87,385.2
796.3,385.26
798.72,385.28
801.15,385.3
803.55,385.32
805.94,385.32
808.42,385.37
810.92,385.41
813.31,385.39
815.67,385.36
818.07,385.29
820.49,385.22
822.97,385.23
825.46,385.27
827.88,385.31
830.27,385.33
832.7,385.35
835.15,385.35
837.61,385.38
840.09,385.41
842.52,385.43
844.93,385.44
847.35,385.41
849.79,385.35
852.25,385.35
854.72,385.4
857.16,385.43
859.58,385.44
662.2,388.91
664.65,388.9
667.11,388.88
669.52,388.84
671.91,388.79
674.33,388.77
676.76,388.76
679.19,388.77
681.62,388.79
684.04,388.79
686.46,388.78
688.98,388.82
691.55,388.89
693.96,388.91
696.25,388.89
698.61,388.88
701.04,388.88
703.47,388.87
705.9,388.87
708.34,388.89
710.8,388.94
713.22,389
715.59,389.05
718.01,389.07
720.51,389.06
722.98,389.05
725.42,389.05
727.87,389.06
730.35,389.08
732.82,389.09
735.25,389.11
737.68,389.12
740.12,389.12
742.58,389.12
745.06,389.14
747.53,389.14
749.95,389.11
752.36,389.11
754.8,389.18
757.24,389.25
759.72,389.27
762.19,389.27
764.6,389.19
767.01,389.13
769.47,389.32
771.92,389.49
774.36,389.41
776.81,389.34
779.29,389.38
781.78,389.43
784.15,389.43
786.52,389.43
788.97,389.39
791.43,389.35
793.81,389.4
796.18,389.46
798.64,389.5
801.11,389.54
803.52,389.52
805.91,389.5
808.41,389.54
810.93,389.6
813.3,389.61
815.64,389.6
818.01,389.51
820.39,389.4
822.86,389.44
825.36,389.54
827.82,389.58
830.25,389.59
832.68,389.6
835.11,389.6
837.61,389.62
840.14,389.65
842.57,389.66
844.94,389.67
847.34,389.64
849.78,389.58
852.24,389.58
854.72,389.62
857.17,389.66
859.59,389.68
662.19,393.14
664.61,393.12
667.02,393.08
669.44,393.06
671.87,393.05
674.3,393.02
676.73,392.98
679.17,393
681.61,393.04
684.03,393.04
686.45,393.01
688.89,393.02
691.34,393.04
693.76,393.07
696.15,393.1
698.57,393.12
701.02,393.13
703.45,393.13
705.88,393.11
708.32,393.12
710.79,393.16
713.21,393.22
715.56,393.28
717.98,393.31
720.49,393.28
722.99,393.27
725.45,393.27
727.91,393.29
730.38,393.32
732.84,393.34
735.28,393.35
737.72,393.35
740.15,393.35
742.58,393.34
744.99,393.31
747.41,393.28
749.86,393.27
752.32,393.28
754.79,393.36
757.26,393.42
759.72,393.42
762.17,393.42
764.6,393.43
767.04,393.44
769.44,393.47
771.84,393.5
774.29,393.53
776.75,393.56
779.22,393.54
781.69,393.53
784.07,393.62
786.45,393.71
788.92,393.68
791.39,393.64
793.74,393.66
796.08,393.67
798.57,393.69
801.08,393.72
803.49,393.72
805.9,393.72
808.33,393.72
810.78,393.72
813.2,393.76
815.61,393.81
818.01,393.75
