0.96497,1.1923,1.0796,0.85448,0.92298,0.90147,1.0285,0.86107,0.92949,0.98562,0.87682,0.69712,0.55455,0.52622,0.43371,0.47298,0.6039,0.12655,0.28617,0.28364,0.13004,0.21978,0.26791,0.11996,0.21027,0.12938,0.61935,0.34892,0.097029,0.11457,0.54503,0.54095,0.52778,0.43737,0.503,0.66664,0.66104,0.73665,0.94862,0.64994,0.77953,0.8123,0.77908,0.76616,0.64214,0.61207,0.64664,1.2492,0.65313,1.282,1.1751,1.1061,1.1406,1.0265,0.89012,0.81604,1.2564,0.76157,0.24821,0.66859,0.56716,0.70449,0.56935,0.43556,0.66435,0.52362,0.5204,0.58097,0.52172,0.53893,0.3019,0.45057,0.022511,0.096408,0.23485,0.21925,0.13131,0.12464,0.21559,0.51549,0.21077,0.40314,0.44668,0.13778,0.52556,1.0726,0.57556,0.24178,0.54388,0.50107,1.3012,1.2613,1.2344,0.76476,0.80927,0.91262,0.81928,1.0409,1.1101,1.0904,1.1483,1.1047,1.0979,1.2085,0.79705,0.86653,0.84926,0.77034,0.77796,0.89125,0.94756,0.80351,0.78849,0.52387,0.65451,0.71378,0.68688,0.53967,0.59169,0.42618,0.48796,0.2912,0.26783,0.30975,0.19141,0.23936,0.23774,0.055368,0.068034,0.13238,0.19578,0.11426,0.14211,0.25356,0.34813,0.27065,0.44413,0.62237,0.91133,0.84351,0.67991,0.75668,0.71985,0.68005,0.66142,0.76113,0.73178,0.75045,0.79188,1.1763,0.77035,0.59185,1.1819,1.3228,1.2766,0.96451,1.097,0.93047,0.93906,0.91746,0.87342,0.78248,0.62217,0.55325,0.72974,0.65392,0.4534,0.44882,0.56481,0.53231,0.48522,0.40488,0.58176,0.16279,0.21895,0.61998,0.6341,0.070408,0.21197,0.27525,0.52276,0.012137,0.036623,0.034074,0.23782,0.11504,0.084274,0.2843,0.33617,0.31643,0.37458,0.38669,1.2957,0.50171,0.64324,0.74902,0.8236,0.72441,0.71817,0.94523
0.83774,0.87138,0.81631,0.84799,0.97364,1.1346,1.1924,1.0318,0.78198,1.0145,0.72713,0.70848,0.73003,0.68714,0.59078,0.52752,0.63888,0.25876,0.40699,0.33024,0.3188,0.32528,0.2713,0.2904,0.010449,0.033039,0.23613,0.11567,0.042196,0.045821,0.43961,0.50051,0.45513,1.1584,0.44043,0.70987,0.52816,0.64883,0.6304,0.60559,0.66701,0.76396,0.68689,0.7448,0.74232,0.56661,0.72497,1.2943,0.63793,0.46691,0.23379,1.2064,1.0075,0.25107,0.49131,0.87486,1.2409,0.84319,1.1828,1.3543,0.74745,1.3144,0.59965,1.299,0.55211,0.36643,0.61976,0.64382,0.57401,0.56026,0.40397,0.07798,0.39976,0.27354,0.24424,0.28592,0.10834,0.027584,0.76358,0.50549,0.18258,0.5818,0.33473,0.32671,0.41927,0.31926,0.47669,0.42807,0.6598,0.59259,0.55085,1.2025,0.76047,0.69587,0.76341,0.83457,0.80746,0.99037,0.89243,1.0033,1.1554,1.0045,1.1227,0.88861,1.0853,0.77016,0.79084,0.84381,1.1496,0.81556,0.82069,0.88067,1.0061,0.9313,0.70136,0.59644,0.84838,0.65284,0.6429,0.40528,0.46017,0.31238,0.41284,0.37143,0.22575,0.35211,0.25456,0.14024,0.24968,0.092208,0.073404,0.0030446,0.12499,0.12596,0.36586,0.20317,0.30526,0.44261,0.63246,0.69996,0.67116,0.61968,0.6371,0.57648,0.71682,0.73135,0.66581,0.70979,0.71222,1.2678,0.78295,0.54721,1.1912,0.74967,1.321,1.0883,0.9441,0.97441,0.99464,0.49828,1.0419,0.59545,0.76068,1.2504,1.2615,0.47061,0.48011,0.0049048,0.707,0.67099,0.6602,0.51778,0.66044,0.57012,0.49425,0.67917,0.73649,1.3002,0.32741,0.31468,0.70018,0.078807,0.087754,0.0090214,0.022613,0.065575,0.034869,0.19676,0.2066,0.20537,0.27108,0.31371,0.56473,0.45176,0.4516,0.62768,0.6958,0.67418,1.0049,0.73861
0.77515,0.86695,0.76952,0.80706,1.0148,0.83415,1.2164,1.1826,1.0081,1.0932,0.72008,0.77031,0.73616,0.68939,0.66826,0.57335,0.6654,0.38181,0.32943,0.75772,0.0558,0.0069087,0.0068699,0.30486,0.12339,0.05762,0.061379,0.13402,0.060022,0.055239,0.31357,0.45809,0.47859,0.31906,0.064818,0.41779,0.41901,0.61148,0.59645,0.50072,0.64615,0.73288,0.66509,0.59524,1.2451,0.57534,0.72896,0.60808,0.64911,0.58019,0.025227,0.82393,0.72922,0.93693,0.84049,0.89134,1.2051,1.1787,1.2244,1.206,0.67877,0.69904,0.706,0.64616,0.7149,0.55448,0.0015307,0.69004,0.67368,0.68075,0.65484,0.49018,0.43815,0.36314,0.32509,0.23113,0.76655,0.098915,0.074677,0.0088891,0.0073935,0.43631,0.3696,0.31611,0.30347,0.26532,0.39086,0.26236,0.3958,0.47864,0.52027,1.1727,0.61168,0.64359,0.73223,0.74532,0.75618,0.88128,0.6492,0.33412,0.96912,0.95285,1.1182,1.2062,1.099,0.79275,0.91768,0.89921,1.0785,1.0194,1.0117,0.99533,1.0167,0.65943,0.78605,0.62028,0.82721,0.69752,0.66104,0.51081,0.44189,0.45736,0.4511,0.61651,0.32815,0.39298,0.2725,0.22505,0.30286,0.18193,0.016933,0.012909,0.019029,0.011981,0.18644,0.2581,0.16011,0.31534,0.34653,0.37964,0.63983,0.58576,0.62162,0.49837,0.68713,0.59533,0.086914,0.35254,0.62916,0.70001,0.64579,0.66731,0.53008,0.7155,0.069092,0.69885,0.84042,0.9536,0.44956,0.88731,0.97892,1.2795,1.3126,1.3568,1.3747,0.61162,0.63445,0.75644,0.66327,0.7212,0.73764,0.60736,0.70023,0.7007,0.19301,0.64883,0.66475,0.4111,0.54913,0.47864,0.10028,0.30431,0.55524,0.074656,0.13921,0.036802,0.20925,0.11749,0.0015458,0.20444,0.2872,0.28482,0.35326,0.2687,0.38844,0.46442,0.71145,0.60174,0.62717,0.12513
0.68624,0.62655,0.78145,0.76438,0.65979,0.87418,0.64629,0.69385,1.1019,1.2409,0.9374,1.018,0.7842,0.77699,0.74358,0.709,0.48477,0.49705,0.41267,0.36716,0.38909,0.64679,0.45894,0.45489,0.41907,0.31279,0.079522,0.52135,0.61541,0.010143,0.10283,0.2286,0.10014,1.164,0.1523,0.28467,0.10365,0.20247,0.55363,0.22465,0.28305,0.69624,0.62613,0.56701,1.1393,0.55255,0.60788,0.47422,0.58125,1.245,0.34757,0.36914,0.71461,0.8966,0.91969,0.91617,1.1227,1.1713,0.37627,0.84626,1.2684,1.2537,0.68674,0.83976,0.67249,0.73571,0.75139,0.81246,0.71521,0.73954,0.70937,0.68628,0.6133,0.44865,0.36082,0.35792,0.32269,0.051135,0.10708,0.13294,0.018188,0.51538,0.27661,0.00035254,0.14002,0.20745,0.0012308,0.26396,0.30063,0.38396,0.44373,0.52622,0.70479,0.51134,0.69375,0.58319,0.68072,0.91499,0.046948,0.97074,0.95788,0.80686,1.1389,1.1031,1.0549,0.84253,0.86633,0.91131,0.97137,1.1165,1.1421,1.0989,1.0687,0.69111,0.998,1.1257,0.80324,0.71959,0.87594,0.64182,0.62919,0.685,0.4804,0.496,0.51955,0.43187,0.38768,0.36289,0.32649,0.18726,0.36825,0.24221,0.048997,0.16972,0.1394,0.14789,0.12242,0.19132,0.10406,0.25976,0.057161,0.81718,0.5431,0.6157,0.37922,0.41528,0.37095,0.49443,0.49894,0.57359,0.53021,0.65486,0.57421,0.56108,0.63069,0.71974,0.84744,0.75044,1.1576,1.0367,1.0602,0.44277,0.6523,1.3158,0.7198,0.59438,0.79015,0.49524,0.80194,0.88024,0.76056,0.72488,0.72096,0.63426,0.71488,0.69143,0.6981,0.50746,0.42013,0.56966,0.38844,0.2038,0.40863,0.28732,0.20068,0.23038,0.18506,0.19112,0.025878,0.12781,0.24933,0.295,0.24327,0.10397,0.081404,0.4555,0.5433,0.5041,0.65425,0.62282
0.57894,0.7072,0.657,0.65168,0.79675,0.79481,0.74071,0.41701,0.41678,1.1564,0.9714,1.0806,0.85933,0.93278,0.22941,0.77952,0.57551,0.50271,0.43701,0.43701,0.47165,0.42943,0.59106,0.42861,0.61986,0.32755,0.22227,0.20058,0.51706,0.23524,0.050408,0.098244,0.086791,1.2106,0.22714,0.17626,0.38302,0.38098,0.0831,0.14736,0.2087,0.39469,0.26727,0.4198,0.6462,0.47441,0.50165,0.49872,0.55226,1.0917,0.4477,0.05028,0.72209,0.87054,0.92526,0.9962,1.0321,1.1658,1.0613,1.1264,1.2173,0.88204,0.86687,0.82659,0.16589,0.87265,0.84597,0.88439,0.74531,0.74562,0.63561,0.68077,0.62076,0.68324,0.55503,0.43242,0.47432,0.13021,0.15265,0.5681,0.12099,0.24114,0.19134,0.09105,0.22548,0.15988,0.23108,0.23433,0.29693,0.29363,0.36117,0.4176,0.59405,0.40584,0.60811,0.36866,0.53909,0.60339,0.83136,0.7184,0.17142,0.77017,1.0196,0.80455,0.84982,0.80402,0.74411,0.84789,1.1181,0.70216,1.2145,1.1252,1.2391,1.0694,1.1543,0.98348,0.86492,0.72696,0.88478,0.72941,0.77303,0.73887,0.45697,0.6757,0.61187,0.57143,0.56445,0.48529,0.36917,0.26175,0.39477,0.23927,0.15181,0.2581,0.19929,0.22638,0.14138,0.16213,0.15722,0.02088,0.21391,0.15779,0.45179,0.51892,0.087779,0.34879,0.2827,0.33156,0.35545,0.45839,0.58179,0.60072,0.3751,0.4693,0.71424,0.66066,0.72857,0.79093,0.86479,0.999,0.83081,1.0577,1.087,1.1395,1.2862,0.63163,0.8646,0.73244,0.78974,0.88846,0.91679,0.89622,0.7504,0.4695,0.90433,0.59237,0.68614,0.70642,0.65561,0.65343,0.53784,0.42425,0.46587,0.4621,0.43068,0.37124,0.40174,0.26204,0.20866,0.24506,0.24351,0.26829,0.03207,0.19566,0.058924,0.39983,0.36331,0.3749,0.65471,0.33963
0.59222,0.55706,0.57473,0.56083,0.69656,0.63115,0.71424,0.41689,1.275,1.1527,0.82817,1.0901,0.9504,0.9358,1.1337,0.88844,0.79551,0.47857,0.46982,0.52609,1.2159,0.68752,0.68558,0.61915,0.59574,0.51293,0.42325,0.40218,0.39207,0.12404,0.33617,0.11258,0.053757,0.30449,1.0944,0.034202,0.075592,0.092925,0.04957,0.20825,0.087272,0.44878,0.16578,0.32316,0.37989,0.34825,0.41249,0.50499,0.50982,0.72783,0.83633,0.67075,0.78602,0.754,0.81637,1.0654,0.68733,1.0908,1.0554,1.0163,1.2005,0.88382,0.50917,0.81419,0.50343,0.84624,1.1361,0.96148,0.83523,0.40879,0.7253,0.64931,0.62409,0.84061,0.73706,0.60178,0.55368,0.51081,0.3043,0.49889,0.32872,0.25626,0.23858,0.25112,0.030764,0.22881,0.022481,0.0066459,0.080722,0.11704,0.369,0.36085,0.38667,0.44325,0.482,0.46387,0.50137,0.55797,0.8385,0.69014,0.70096,0.70903,0.70872,0.68109,0.69281,0.83715,0.79099,1.1664,1.2532,1.2647,0.68868,1.2907,1.3051,1.1464,1.1793,1.0952,1.1179,0.82716,0.89181,0.73619,0.78738,1.2413,0.72058,1.3752,0.63747,0.63314,0.65535,0.55027,0.36186,0.46209,0.30711,0.56684,0.34379,0.38565,0.25257,0.38417,0.38598,0.35794,0.067514,0.088729,0.13765,0.042459,0.089419,0.32252,0.15786,0.22414,0.19951,0.27017,0.27929,0.42494,0.38607,0.47484,0.3183,0.43068,0.55671,0.44064,0.70982,0.64019,0.74946,0.8247,0.85162,0.63797,1.0424,1.0171,1.151,1.1525,1.1625,0.8963,0.8771,1.0165,1.1143,0.86725,0.79975,0.74976,0.88927,0.93156,0.69531,0.73817,0.66964,0.68296,0.6878,0.52335,0.61959,0.58334,0.47897,0.4144,0.37048,0.32998,0.26691,0.30462,0.30075,0.31961,0.063362,0.055444,0.067056,0.039055,0.47208,0.063314,0.42734,0.05931
0.57978,0.59456,0.40762,0.6156,0.58716,0.5931,0.51562,0.46573,0.57076,1.2337,1.1448,0.27673,0.92065,1.1437,1.1409,1.1838,1.2294,1.2546,0.81143,0.75277,0.44774,0.61741,0.80266,1.367,0.70593,0.67869,0.38702,0.11903,0.99006,0.43952,0.12366,0.019474,0.17573,0.15132,0.41511,0.053859,0.045378,0.011324,0.67678,0.33212,0.023031,0.34142,0.20109,0.16355,0.27003,0.055555,0.30545,1.243,0.45598,0.5818,0.52405,0.60876,0.77503,0.69566,0.78365,0.98234,0.9816,0.67484,1.1436,0.96879,0.97229,1.1912,0.94835,0.80767,0.44669,0.94584,0.95477,1.1307,0.80756,1.0153,0.94103,0.74196,0.88867,0.5414,0.86186,0.75114,0.76356,0.69133,0.39325,0.45184,0.41946,0.36966,0.15228,0.23411,0.046119,0.2913,0.093845,0.22127,0.050552,0.0026345,0.34919,0.10957,0.64491,0.58746,0.33372,0.38125,0.39136,0.51073,0.52313,0.73615,0.68041,0.59472,0.69542,0.6676,0.60871,0.71312,0.74418,0.67954,0.57135,1.2856,0.68466,1.2974,1.1699,1.1225,0.80899,1.0664,1.0039,1.166,0.8169,0.87031,0.7302,1.2905,1.3136,1.2794,1.3606,0.63086,0.69022,0.62145,0.51634,0.6149,0.60328,0.63474,0.47066,0.4791,0.56701,0.45493,1.09,0.27359,0.023594,0.081293,0.079924,0.0043674,0.037286,0.0044053,0.12323,0.16483,0.17005,0.0014815,0.19024,0.32564,0.30214,0.14813,0.30073,0.40173,0.5037,0.39658,0.61981,0.76919,0.66915,0.74534,0.69449,0.90658,0.96965,0.98213,1.1119,1.0087,1.0396,0.91186,0.85461,0.9942,0.87889,0.9403,0.91683,0.7936,0.93681,0.92427,1.0012,0.94637,0.71885,0.64487,0.78515,0.53973,0.71183,0.69978,0.54537,0.51402,0.45959,0.45621,0.46625,0.42514,0.37847,0.42232,0.2978,0.16826,0.51885,0.014729,0.040607,0.041818,0.36661,0.070975
0.28019,0.54528,0.47799,0.54131,1.2708,0.51956,0.6077,0.51238,1.2881,1.2284,1.1368,1.1555,0.90969,0.97052,0.92078,1.0812,1.1317,1.1776,0.79996,0.74501,0.5589,0.65649,1.2382,0.69226,0.75657,0.70239,0.5503,0.5006,0.5005,0.56667,0.40229,0.048931,0.34345,0.28173,0.36874,0.60715,0.013093,0.043454,0.30423,0.061686,0.086099,0.19182,0.043535,0.18418,0.24731,0.027239,0.27383,0.41577,0.33037,0.58471,0.62006,0.51688,0.65644,0.67184,0.77758,0.43351,0.93392,0.95277,0.98343,0.82117,0.84302,1.1499,0.94691,0.8236,1.0384,1.0837,1.1213,1.1408,0.76554,1.023,0.98677,1.0767,0.94636,0.77544,0.78305,0.81937,0.65952,0.70582,0.72113,0.41934,0.86606,0.53854,0.20576,0.35701,0.048504,0.35218,0.30894,0.2362,0.10949,0.041329,0.051463,0.015801,0.037795,0.65642,0.45695,0.3596,0.35057,0.37305,0.38893,0.58679,0.15856,0.54905,0.47598,0.087961,0.67377,0.20679,0.67165,0.62056,0.68088,0.55688,0.69067,0.62779,0.7313,0.73545,1.2167,1.1028,0.48964,1.0765,0.8181,1.1992,0.90846,0.82628,1.2247,1.1974,0.60978,0.73597,0.77748,0.78275,0.63792,0.68911,0.69887,0.73958,0.52582,0.52851,0.92947,0.56751,1.027,0.26058,0.12096,0.31285,0.17102,0.098542,0.23496,0.25465,0.092262,0.19946,0.12256,0.021548,0.14842,0.22281,0.30938,0.17999,0.16116,0.64019,0.23053,0.15884,0.6136,0.58437,0.7334,0.76799,0.82961,0.55271,0.92259,0.97641,0.97119,0.96412,1.0024,0.94393,0.83968,0.8676,0.77317,0.87263,1.1673,0.80699,1.0512,1.0793,0.98957,1.0641,0.81589,0.73221,0.77943,0.67488,0.7432,0.75051,0.76678,0.48979,0.56968,0.45053,0.67468,0.51437,0.46917,0.57001,0.47024,0.55333,0.55322,0.11934,0.26588,0.031613,0.17589,0.21428
0.38884,0.37264,0.35016,0.52144,0.51822,0.4525,0.53797,1.2763,0.59787,0.77727,1.1386,0.23046,1.1318,0.92456,0.87133,1.0475,1.1513,1.1663,1.2614,1.157,1.2144,0.51468,1.1895,1.0699,0.92606,0.74201,0.65174,0.70733,0.7179,0.65206,0.59076,0.49203,0.53782,0.45464,0.36234,0.20402,0.061243,0.54226,0.29814,0.25988,0.21906,0.2715,0.15181,0.14131,0.17552,0.20581,0.06182,0.28656,0.2691,0.43713,0.43368,0.21936,0.65478,0.54058,0.71705,0.70783,0.9563,0.73912,0.828,0.67369,0.86123,0.85597,0.93066,0.86435,0.84202,1.1335,0.68293,1.1928,1.135,1.0896,1.0213,1.1828,0.6867,1.1876,0.88359,0.9098,0.74889,0.7235,0.81839,0.76712,1.2143,0.48114,0.4291,0.49991,0.40982,0.53735,0.39431,0.31835,0.31504,0.43093,0.45974,0.064217,0.17625,0.44559,0.26787,0.22412,0.26747,0.064211,0.417,0.11204,0.50998,0.56161,0.33691,0.10799,0.66633,0.47149,0.52134,1.268,0.60225,1.2465,0.64441,0.58356,0.74145,0.70017,1.2275,0.91393,0.47246,1.1547,1.1293,1.1833,0.88982,1.2481,1.3109,1.2498,1.267,0.83563,0.82325,1.2446,0.76855,0.66998,0.80919,0.97502,0.54343,0.4879,0.55801,0.56342,0.61535,0.33471,0.42065,0.2746,0.43711,0.32779,0.40888,0.27608,0.058542,0.20638,0.18746,0.20816,0.19962,0.0033213,0.061005,0.17704,0.2233,0.27074,0.074192,0.18898,0.5662,0.26863,0.67351,0.9372,0.90772,0.65325,0.88403,0.92222,0.78513,0.84702,0.94946,1.0136,0.85728,0.81407,0.87405,0.60923,1.2612,1.1077,1.0945,1.1531,0.99624,1.1475,1.1784,0.77959,0.80512,0.7721,1.286,0.11522,0.66988,0.31946,0.6632,1.2241,0.65263,0.58634,0.57862,0.58778,0.32566,0.49018,0.49989,0.22899,0.54231,0.030375,0.24417,1.2119
0.2287,0.23608,0.22238,0.40517,0.3499,0.43821,0.48777,0.54357,0.5779,0.62172,0.87103,0.90157,0.82841,0.82384,0.96755,0.85817,1.101,1.244,1.148,1.163,1.0751,1.0416,0.80663,0.77108,0.92363,0.86829,0.76542,0.90136,0.81081,0.87911,0.72818,0.37406,0.68245,0.34064,0.50508,0.50227,0.29254,0.37162,0.34388,0.4106,0.29222,0.28646,0.22609,0.16485,0.030353,0.12406,0.060671,0.06697,0.030476,0.27242,0.13491,0.3661,0.48873,0.43896,0.4992,0.71721,0.63344,0.65497,0.74136,0.78172,0.7677,0.74019,0.83218,0.82045,0.84216,1.1336,0.76139,0.79032,1.1052,1.2316,1.0984,0.76573,1.0344,1.1761,1.1033,1.1396,0.83026,0.75301,0.65544,0.46515,0.78964,0.79484,0.45461,0.53575,0.62046,0.6337,0.48549,0.43213,0.097443,0.63948,0.48169,0.4273,0.33792,1.1312,1.1866,0.19676,0.33855,0.11496,0.11786,0.035154,0.14818,0.35273,0.2298,0.31898,0.01467,0.33578,0.5019,0.55836,0.5054,0.44981,0.59971,0.60214,0.72273,0.55726,0.80788,0.81067,0.95316,1.0739,1.1352,0.67147,1.0046,1.0304,1.1432,1.2205,1.1687,0.87647,1.2198,0.79989,0.83127,0.80523,0.87658,1.0719,0.90932,0.58069,0.94594,0.67417,0.78397,0.37382,0.47986,0.35611,0.64537,0.21106,0.56013,0.3326,0.22523,0.31551,0.35253,0.25613,0.2107,0.10149,0.015945,0.94932,0.0099509,0.016107,0.0040771,0.12936,0.27805,0.20468,1.0223,0.3929,0.42846,0.95258,0.79245,0.59765,0.66208,0.77026,0.85376,0.87046,1.1215,0.70525,0.64235,0.69626,0.77991,1.1689,0.64171,1.2302,1.0879,0.88018,0.46293,0.3835,0.89079,0.87449,1.2548,1.2382,0.78944,1.1822,1.275,1.2425,0.72073,0.69619,0.62415,0.67415,0.58855,0.60359,0.54529,0.3805,0.45994,0.40177,0.23409,0.42717
